L 41.4464, 661.0737, -210.5321,  16.9265, 661.0862, -210.5321,  255, 0, 255
L 51.1682, 661.0765, -210.5321,  41.4464, 661.0737, -210.5321,  255, 0, 255
L 60.6819, 660.9531, -210.5322,  51.1682, 661.0765, -210.5321,  255, 0, 255
L 62.4682, 661.0629, -210.5321,  60.6819, 660.9531, -210.5322,  255, 0, 255
L 62.9275, 733.8967, -210.5312,  62.4682, 661.0629, -210.5321,  255, 0, 255
L 64.7539, 733.8134, -210.5321,  62.9275, 733.8967, -210.5312,  255, 0, 255
L 64.8880, 744.4854, -210.5143,  64.7539, 733.8134, -210.5321,  255, 0, 255
L 64.8851, 745.6297, -210.5317,  64.8880, 744.4854, -210.5143,  255, 0, 255
L 64.2943, 747.5338, -210.4227,  64.8851, 745.6297, -210.5317,  255, 0, 255
L 62.1550, 747.6038, -210.4848,  64.2943, 747.5338, -210.4227,  255, 0, 255
L 60.4714, 747.6036, -210.5296,  62.1550, 747.6038, -210.4848,  255, 0, 255
L 59.0447, 747.8339, -210.5319,  60.4714, 747.6036, -210.5296,  255, 0, 255
L 58.6824, 741.8770, -210.4794,  59.0447, 747.8339, -210.5319,  255, 0, 255
L 59.1752, 740.3569, -209.7639,  58.6824, 741.8770, -210.4794,  255, 0, 255
L 58.6781, 737.9137, -210.5310,  59.1752, 740.3569, -209.7639,  255, 0, 255
L 45.3227, 737.9601, -210.5310,  58.6779, 737.9141, -210.5283,  255, 0, 255
L 45.3230, 744.2054, -210.5125,  45.3227, 737.9601, -210.5310,  255, 0, 255
L 45.3242, 745.8995, -210.5187,  45.3230, 744.2054, -210.5125,  255, 0, 255
L 44.6173, 747.4646, -210.1808,  45.3242, 745.8995, -210.5187,  255, 0, 255
L 42.7545, 747.8588, -210.5320,  44.6173, 747.4646, -210.1808,  255, 0, 255
L 40.8854, 747.5819, -210.1303,  42.7545, 747.8588, -210.5320,  255, 0, 255
L 39.2002, 746.9465, -210.2668,  40.8854, 747.5819, -210.1303,  255, 0, 255
L 39.0591, 736.2725, -210.5320,  39.2002, 746.9465, -210.2668,  255, 0, 255
L 39.1065, 734.9387, -210.4024,  39.0591, 736.2725, -210.5320,  255, 0, 255
L 41.0864, 733.8965, -210.5310,  39.1065, 734.9387, -210.4024,  255, 0, 255
L 41.0856, 732.9146, -210.5318,  41.0863, 733.8963, -210.5298,  255, 0, 255
L 22.0876, 732.9231, -210.5320,  41.0856, 732.9146, -210.5318,  255, 0, 255
L 2.6312, 732.9765, -210.5320,  22.0876, 732.9231, -210.5320,  255, 0, 255
L 1.4641, 732.9387, -210.5319,  2.6312, 732.9765, -210.5320,  255, 0, 255
L 1.0856, 692.9141, -210.5318,  1.4641, 732.9387, -210.5319,  255, 0, 255
L -31.1041, 692.9262, -210.5320,  1.0856, 692.9141, -210.5318,  255, 0, 255
L -40.3382, 692.9255, -210.5320,  -31.1041, 692.9262, -210.5320,  255, 0, 255
L -49.5771, 693.2411, -210.5320,  -40.3382, 692.9255, -210.5320,  255, 0, 255
L -59.4674, 693.8692, -209.8922,  -49.5771, 693.2411, -210.5320,  255, 0, 255
L -69.0997, 694.0820, -209.0365,  -59.4674, 693.8692, -209.8922,  255, 0, 255
L -79.2895, 693.9135, -208.1600,  -69.0997, 694.0820, -209.0365,  255, 0, 255
L -80.4614, 693.8525, -207.9187,  -79.2895, 693.9135, -208.1600,  255, 0, 255
L -81.4026, 693.6707, -207.5537,  -80.4614, 693.8525, -207.9187,  255, 0, 255
L -100.7348, 694.2307, -202.8543,  -81.4026, 693.6707, -207.5537,  255, 0, 255
L -102.6622, 694.2781, -202.9329,  -100.7348, 694.2307, -202.8543,  255, 0, 255
L -103.9492, 694.9386, -203.3706,  -102.6622, 694.2781, -202.9329,  255, 0, 255
L -104.6020, 696.8119, -203.6585,  -103.9492, 694.9386, -203.3706,  255, 0, 255
L -104.9687, 706.7136, -206.0818,  -104.6020, 696.8119, -203.6585,  255, 0, 255
L -105.3996, 707.5175, -206.9834,  -104.9687, 706.7136, -206.0818,  255, 0, 255
L -105.8844, 740.3481, -210.5320,  -105.3996, 707.5175, -206.9834,  255, 0, 255
L -106.2975, 741.4459, -210.3498,  -105.8844, 740.3481, -210.5320,  255, 0, 255
L -106.7126, 774.1702, -210.5320,  -106.2975, 741.4459, -210.3498,  255, 0, 255
L -106.5626, 775.4112, -210.5320,  -106.7126, 774.1702, -210.5320,  255, 0, 255
L -106.1443, 779.0002, -210.5319,  -106.5626, 775.4112, -210.5320,  255, 0, 255
L -106.0194, 780.1659, -210.4803,  -106.1443, 779.0002, -210.5319,  255, 0, 255
L -105.6030, 787.1540, -208.6081,  -106.0194, 780.1659, -210.4803,  255, 0, 255
L -105.5610, 788.2974, -208.5383,  -105.6030, 787.1540, -208.6081,  255, 0, 255
L -105.0795, 825.9339, -203.1601,  -105.5610, 788.2974, -208.5383,  255, 0, 255
L -105.0181, 827.5983, -202.9613,  -105.0795, 825.9339, -203.1601,  255, 0, 255
L -100.5189, 827.8207, -204.2206,  -105.0181, 827.5983, -202.9613,  255, 0, 255
L -98.5271, 827.8454, -205.2534,  -100.5189, 827.8207, -204.2206,  255, 0, 255
L -87.0568, 828.8806, -208.7790,  -98.5271, 827.8454, -205.2534,  255, 0, 255
L -85.2193, 829.0618, -209.8059,  -87.0568, 828.8806, -208.7790,  255, 0, 255
L -82.8862, 830.2836, -210.1006,  -85.2193, 829.0618, -209.8059,  255, 0, 255
L -81.5127, 831.0862, -210.2715,  -82.8862, 830.2836, -210.1006,  255, 0, 255
L -27.9995, 831.0723, -210.5319,  -81.5127, 831.0862, -210.2715,  255, 0, 255
L 1.0861, 831.0858, -210.5318,  -27.9995, 831.0723, -210.5319,  255, 0, 255
L 1.0766, 794.1891, -210.5320,  1.0861, 831.0858, -210.5318,  255, 0, 255
L 0.9920, 792.3526, -210.5320,  1.0766, 794.1891, -210.5320,  255, 0, 255
L 1.6716, 791.1298, -210.5320,  0.9920, 792.3526, -210.5320,  255, 0, 255
L 11.6285, 791.0748, -210.5320,  1.6716, 791.1298, -210.5320,  255, 0, 255
L 41.0857, 791.0856, -210.5317,  11.6285, 791.0748, -210.5320,  255, 0, 255
L 41.0465, 790.1036, -210.5310,  41.0857, 791.0856, -210.5318,  255, 0, 255
L 39.1242, 789.8486, -210.4603,  41.0465, 790.1036, -210.5309,  255, 0, 255
L 38.7933, 779.4017, -210.5320,  39.1242, 789.8486, -210.4603,  255, 0, 255
L 38.5417, 777.8381, -210.5320,  38.7933, 779.4017, -210.5320,  255, 0, 255
L 39.7233, 776.4777, -210.2527,  38.5417, 777.8381, -210.5320,  255, 0, 255
L 42.1728, 776.3969, -210.5036,  39.7233, 776.4777, -210.2527,  255, 0, 255
L 43.8404, 776.3853, -210.5320,  42.1728, 776.3969, -210.5036,  255, 0, 255
L 44.9342, 776.1678, -210.5319,  43.8404, 776.3853, -210.5320,  255, 0, 255
L 45.2103, 780.3913, -210.2297,  44.9342, 776.1678, -210.5319,  255, 0, 255
L 45.3223, 782.3807, -210.5288,  45.2103, 780.3913, -210.2297,  255, 0, 255
L 44.6328, 784.1323, -209.7343,  45.3223, 782.3807, -210.5288,  255, 0, 255
L 45.3220, 786.0866, -210.5299,  44.6328, 784.1323, -209.7343,  255, 0, 255
L 58.6783, 786.0866, -210.5310,  45.3209, 786.0862, -210.5212,  255, 0, 255
L 58.6778, 779.2771, -210.4959,  58.6783, 786.0866, -210.5310,  255, 0, 255
L 58.5595, 777.8971, -210.5320,  58.6778, 779.2771, -210.4959,  255, 0, 255
L 59.3432, 776.4207, -210.4677,  58.5595, 777.8971, -210.5320,  255, 0, 255
L 60.9996, 776.4189, -210.4116,  59.3432, 776.4207, -210.4677,  255, 0, 255
L 62.8432, 776.3965, -210.5320,  60.9996, 776.4189, -210.4116,  255, 0, 255
L 64.4550, 776.6292, -210.2308,  62.8432, 776.3965, -210.5320,  255, 0, 255
L 64.8867, 787.0262, -210.5172,  64.4550, 776.6292, -210.2308,  255, 0, 255
L 64.9477, 788.2691, -210.5314,  64.8867, 787.0262, -210.5172,  255, 0, 255
L 62.9143, 790.1042, -210.5313,  64.9477, 788.2691, -210.5314,  255, 0, 255
L 62.9174, 861.4743, -210.5321,  62.9143, 790.1042, -210.5313,  255, 0, 255
L 62.6352, 862.7203, -210.5321,  62.9174, 861.4743, -210.5321,  255, 0, 255
L -127.5583, 862.9274, -210.5321,  62.6352, 862.7203, -210.5321,  255, 0, 255
L -136.6451, 862.9222, -210.5321,  -127.5583, 862.9274, -210.5321,  255, 0, 255
L -138.4986, 862.7928, -210.5321,  -136.6451, 862.9222, -210.5321,  255, 0, 255
L -138.9177, 662.9076, -210.5322,  -138.4986, 862.7928, -210.5321,  255, 0, 255
L -138.4858, 661.1686, -210.5321,  -138.9177, 662.9076, -210.5322,  255, 0, 255
L -11.1365, 661.0764, -210.5321,  -138.4858, 661.1686, -210.5321,  255, 0, 255
L 18.4661, 661.0863, -210.5321,  -11.1365, 661.0764, -210.5321,  255, 0, 255
L 626.0807, 741.9871, -210.5321,  626.0862, 655.3217, -210.5301,  255, 0, 255
L 626.0853, 743.5181, -210.5320,  626.0807, 741.9871, -210.5321,  255, 0, 255
L 624.1404, 743.8975, -210.4242,  626.0853, 743.5181, -210.5320,  255, 0, 255
L 623.6821, 747.1930, -210.4909,  624.1404, 743.8975, -210.4242,  255, 0, 255
L 623.5817, 748.8779, -210.5322,  623.6821, 747.1930, -210.4909,  255, 0, 255
L 624.6175, 750.1056, -210.5296,  623.5817, 748.8779, -210.5322,  255, 0, 255
L 625.0563, 763.1759, -202.2736,  624.6175, 750.1056, -210.5296,  255, 0, 255
L 625.0180, 764.2161, -202.1380,  625.0563, 763.1759, -202.2736,  255, 0, 255
L 624.5188, 774.0675, -201.6782,  625.0180, 764.2161, -202.1380,  255, 0, 255
L 624.2516, 775.5677, -202.5721,  624.5188, 774.0675, -201.6782,  255, 0, 255
L 607.7953, 774.9991, -203.6784,  624.2516, 775.5677, -202.5721,  255, 0, 255
L 598.3844, 774.5833, -207.2320,  607.7953, 774.9991, -203.6784,  255, 0, 255
L 596.8754, 774.5565, -206.9979,  598.3844, 774.5833, -207.2320,  255, 0, 255
L 595.0383, 774.8884, -206.8833,  596.8754, 774.5565, -206.9979,  255, 0, 255
L 580.5220, 775.0593, -209.2939,  595.0383, 774.8884, -206.8833,  255, 0, 255
L 578.9280, 775.0494, -209.7639,  580.5220, 775.0593, -209.2939,  255, 0, 255
L 577.2765, 775.2308, -210.2443,  578.9280, 775.0494, -209.7639,  255, 0, 255
L 575.6076, 775.2514, -210.5322,  577.2765, 775.2308, -210.2443,  255, 0, 255
L 574.1372, 776.0004, -210.4004,  575.6076, 775.2514, -210.5322,  255, 0, 255
L 567.1755, 776.0791, -210.5321,  574.1372, 776.0004, -210.4004,  255, 0, 255
L 565.6811, 776.0853, -210.5321,  567.1755, 776.0791, -210.5321,  255, 0, 255
L 565.0956, 774.1736, -210.4930,  565.6811, 776.0853, -210.5321,  255, 0, 255
L 563.1473, 773.9142, -210.4324,  565.0956, 774.1736, -210.4930,  255, 0, 255
L 561.3961, 773.8973, -210.5152,  563.1473, 773.9142, -210.4324,  255, 0, 255
L 559.5363, 774.0327, -210.5320,  561.3961, 773.8973, -210.5152,  255, 0, 255
L 559.1149, 777.7018, -210.5305,  559.5363, 774.0327, -210.5320,  255, 0, 255
L 559.0084, 779.2319, -210.3736,  559.1149, 777.7018, -210.5305,  255, 0, 255
L 561.0864, 780.1033, -210.5301,  559.0084, 779.2319, -210.3736,  255, 0, 255
L 561.0851, 791.0855, -210.5319,  561.0864, 780.1033, -210.5301,  255, 0, 255
