P -920.5599, -2684.0889, -28.5927,  240, 0, 0,  2,  Wayfarer's_Camp
P 1114.0000, -523.0000, 0.0000,  255, 255, 255,  2,  From_Iceclad
P 1120.0000, -1799.0000, 0.0000,  255, 255, 255,  2,  To_Iceclad
P 897.0000, -787.0000, 0.0000,  255, 255, 255,  2,  Docks
P 802.0000, -2257.0000, 0.0000,  255, 255, 255,  2,  Fishing_Village
P -483.0000, -3305.0000, 0.0000,  255, 255, 255,  2,  Inn
P -822.0000, -1378.0000, 0.0000,  255, 255, 255,  2,  Wizard_Spires
P -437.0000, -416.0000, 0.0000,  255, 255, 255,  2,  Undead
P -1267.0000, 1236.0000, 0.0000,  255, 255, 255,  2,  Dervs
P -347.0000, 1799.0000, 0.0000,  255, 255, 255,  2,  Oasis
P -2797.0000, -2593.0000, 0.0000,  255, 255, 255,  2,  E.Commons
P -484.0000, -3959.0000, 0.0000,  255, 255, 255,  2,  E.Freeport
P -450.0000, 20.0000, 0.0000,  255, 255, 255,  2,  Dervs
P 300.0000, -1200.0000, 0.0000,  255, 255, 255,  2,  Dervs
P -299.0000, -3538.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
